,statecode,tech,bc_hundred,bc_oneG,bc_ten,bc_twentyfive,blockcode,hundred_fifty,oneG,providername,ten,twentyfive_three,type
6,9,Cable,0,0,54754,54754,54755,0.0,0,6,56502.0,56502.0,consumer
7,9,Fiber,480,0,480,480,481,481.0,0,2,481.0,481.0,consumer
8,9,Other,0,0,0,0,1,0.0,0,1,0.0,0.0,consumer
9,9,Satellite,0,0,64389,0,64389,0.0,0,3,128778.0,0.0,consumer
10,9,aDSL,0,0,44234,26184,53559,0.0,0,4,66963.0,26184.0,consumer
11,9,2G,0,0,0,0,67401,0.0,0,4,0.0,0.0,mobile
12,9,3G,0,0,0,0,67503,0.0,0,4,0.0,0.0,mobile
13,9,4G_LTE,0,0,67525,0,67526,0.0,0,4,256741.0,0.0,mobile
14,9,4G_NON_LTE,0,0,66953,0,66954,0.0,0,2,120978.0,0.0,mobile
0,16,Cable,0,0,410,408,32168,0.0,0,18,410.0,408.0,business
1,16,Fiber,3179,0,6400,6325,11812,3250.0,0,36,6622.0,6514.0,business
2,16,Fixed Wireless,63247,0,81595,67936,89665,63247.0,0,33,131930.0,68016.0,business
3,16,Other,6,0,1333,355,1817,6.0,0,14,1356.0,371.0,business
4,16,Satellite,0,0,141584,0,141584,0.0,0,3,141584.0,0.0,business
5,16,aDSL,0,0,4057,623,56492,0.0,0,28,8284.0,623.0,business
6,16,Cable,0,0,28921,27928,32431,0.0,0,15,29429.0,28256.0,consumer
7,16,Fiber,2849,0,9893,9399,9949,2866.0,0,22,10009.0,9511.0,consumer
8,16,Fixed Wireless,9069,0,81768,61667,95329,9069.0,0,38,131219.0,62188.0,consumer
9,16,Other,0,0,5,1,14,0.0,0,3,5.0,1.0,consumer
10,16,Satellite,0,0,141584,0,141584,0.0,0,3,141584.0,0.0,consumer
11,16,aDSL,0,0,31266,11529,57570,0.0,0,22,34192.0,11591.0,consumer
12,16,2G,0,0,0,0,127457,0.0,0,13,0.0,0.0,mobile
13,16,3G,0,0,0,0,132478,0.0,0,11,0.0,0.0,mobile
14,16,4G_LTE,0,0,125657,0,125658,0.0,0,8,391783.0,0.0,mobile
15,16,4G_NON_LTE,0,0,122784,0,122785,0.0,0,2,176224.0,0.0,mobile
0,8,Cable,4266,0,5004,4844,83749,4266.0,0,19,5004.0,4844.0,business
1,8,Fiber,12932,0,16716,16589,25797,13485.0,0,56,17834.0,17696.0,business
2,8,Fixed Wireless,110601,0,140852,122664,149379,145163.0,0,49,206778.0,178880.0,business
3,8,Other,34,0,1196,912,4889,36.0,0,23,1343.0,988.0,business
4,8,Satellite,0,0,194545,0,198514,0.0,0,4,194545.0,0.0,business
5,8,aDSL,4259,0,5837,5200,102529,4259.0,0,38,6154.0,5212.0,business
6,8,Cable,0,0,81356,80584,82137,0.0,0,15,83034.0,82262.0,consumer
7,8,Fiber,9516,0,18195,17842,18199,9537.0,0,30,18505.0,18144.0,consumer
8,8,Fixed Wireless,12687,0,143929,97230,154544,12689.0,0,49,216098.0,104284.0,consumer
9,8,Other,0,0,2,2,951,0.0,0,5,2.0,2.0,consumer
10,8,Satellite,0,0,198514,0,201062,0.0,0,3,324244.0,0.0,consumer
11,8,aDSL,0,0,70711,43501,103013,0.0,0,31,74354.0,43791.0,consumer
12,8,2G,0,0,0,0,193667,0.0,0,12,0.0,0.0,mobile
13,8,3G,0,0,0,0,194399,0.0,0,9,0.0,0.0,mobile
14,8,4G_LTE,0,0,187792,0,187793,0.0,0,10,642655.0,0.0,mobile
15,8,4G_NON_LTE,0,0,181298,0,181299,0.0,0,3,298287.0,0.0,mobile
0,45,Cable,0,0,2901,1866,110101,0.0,0,21,2902.0,1867.0,business
1,45,Fiber,3448,0,4501,4288,18435,3594.0,0,33,4847.0,4601.0,business
2,45,Fixed Wireless,0,0,13172,13172,17448,0.0,0,8,13172.0,13172.0,business
3,45,Other,0,0,433,425,6105,0.0,0,16,433.0,425.0,business
4,45,Satellite,0,0,172067,0,181908,0.0,0,4,172067.0,0.0,business
5,45,aDSL,0,0,5853,558,50588,0.0,0,32,5880.0,559.0,business
6,45,Cable,0,0,109196,108843,109820,0.0,0,18,121793.0,120674.0,consumer
7,45,Fiber,8693,0,18001,17835,18145,8871.0,0,28,18791.0,18615.0,consumer
8,45,Fixed Wireless,0,0,195,30,4993,0.0,0,9,195.0,30.0,consumer
9,45,Other,0,0,2,1,3,0.0,0,2,2.0,1.0,consumer
10,45,Satellite,0,0,181908,0,181908,0.0,0,3,353975.0,0.0,consumer
11,45,aDSL,0,0,56757,30075,108900,0.0,0,28,65871.0,31090.0,consumer
12,45,2G,0,0,0,0,181089,0.0,0,6,0.0,0.0,mobile
13,45,3G,0,0,0,0,181733,0.0,0,5,0.0,0.0,mobile
14,45,4G_LTE,0,0,181471,0,181472,0.0,0,6,679802.0,0.0,mobile
15,45,4G_NON_LTE,0,0,180136,0,180137,0.0,0,3,288190.0,0.0,mobile
0,25,Cable,0,0,1257,1237,109860,0.0,0,10,1259.0,1239.0,business
1,25,Fiber,18553,0,18839,18793,51150,19142.0,0,23,19770.0,19688.0,business
2,25,Fixed Wireless,6385,0,7353,7329,7391,6535.0,0,14,7645.0,7603.0,business
3,25,Other,77,0,447,374,3780,81.0,0,21,516.0,428.0,business
4,25,Satellite,0,0,145915,0,145915,0.0,0,4,145915.0,0.0,business
5,25,aDSL,1,0,397,186,80726,1.0,0,19,582.0,186.0,business
6,25,Cable,0,0,106245,106246,106246,0.0,0,6,119420.0,117227.0,consumer
7,25,Fiber,39111,0,39352,39352,39353,39111.0,0,5,39503.0,39503.0,consumer
8,25,Fixed Wireless,42,0,7159,6925,7359,42.0,0,11,7161.0,6927.0,consumer
9,25,Other,12,0,14,14,16,12.0,0,3,14.0,14.0,consumer
10,25,Satellite,0,0,145915,0,145915,0.0,0,3,291830.0,0.0,consumer
11,25,aDSL,0,0,184,183,80606,0.0,0,9,367.0,183.0,consumer
12,25,2G,0,0,0,0,156559,0.0,0,4,0.0,0.0,mobile
13,25,3G,0,0,0,0,157172,0.0,0,4,0.0,0.0,mobile
14,25,4G_LTE,0,0,157369,0,157370,0.0,0,4,607867.0,0.0,mobile
15,25,4G_NON_LTE,0,0,155149,0,155150,0.0,0,2,289179.0,0.0,mobile
0,38,Cable,0,0,10493,10493,13898,0.0,0,7,10493.0,10493.0,business
1,38,Fiber,7500,0,16998,16648,83846,7501.0,0,34,17006.0,16655.0,business
2,38,Fixed Wireless,0,0,4247,2829,36279,0.0,0,16,4249.0,2829.0,business
3,38,Other,834,0,901,879,1098,834.0,0,8,907.0,880.0,business
4,38,Satellite,0,0,129059,0,129059,0.0,0,3,129059.0,0.0,business
5,38,aDSL,0,0,8357,5796,33055,0.0,0,26,8361.0,5798.0,business
6,38,Cable,0,0,13896,13562,13897,0.0,0,6,14813.0,14149.0,consumer
7,38,Fiber,46422,0,83735,83348,83836,46857.0,0,29,84852.0,84462.0,consumer
8,38,Fixed Wireless,0,0,14974,149,38498,0.0,0,18,15269.0,149.0,consumer
9,38,Other,834,0,873,861,888,834.0,0,2,873.0,861.0,consumer
10,38,Satellite,0,0,129059,0,129059,0.0,0,3,129059.0,0.0,consumer
11,38,aDSL,0,0,17701,11116,33081,0.0,0,21,18108.0,11252.0,consumer
12,38,2G,0,0,0,0,129339,0.0,0,8,0.0,0.0,mobile
13,38,3G,0,0,0,0,133508,0.0,0,8,0.0,0.0,mobile
14,38,4G_LTE,0,0,129865,0,129866,0.0,0,7,302998.0,0.0,mobile
15,38,4G_NON_LTE,0,0,131005,0,131006,0.0,0,1,131006.0,0.0,mobile
0,53,Cable,0,0,349,50,102835,0.0,0,26,349.0,50.0,business
1,53,Fiber,2886,0,17075,17011,44834,3085.0,0,49,17609.0,17522.0,business
2,53,Fixed Wireless,162630,0,163131,162765,165457,168932.0,0,43,204659.0,197025.0,business
3,53,Other,723,0,2318,1990,5353,728.0,0,27,2550.0,2122.0,business
4,53,Satellite,0,0,183933,0,192401,0.0,0,4,183933.0,0.0,business
5,53,aDSL,1,0,10974,9877,125850,1.0,0,32,12992.0,9888.0,business
6,53,Cable,0,0,99354,97532,99904,0.0,0,22,108408.0,105635.0,consumer
7,53,Fiber,16332,0,42165,42117,42192,16335.0,0,29,46573.0,46525.0,consumer
8,53,Fixed Wireless,0,0,150469,40391,152035,0.0,0,44,224614.0,46343.0,consumer
9,53,Other,974,0,1073,1069,1077,974.0,0,8,1077.0,1073.0,consumer
10,53,Satellite,0,0,192401,0,195574,0.0,0,3,301698.0,0.0,consumer
11,53,aDSL,0,0,86333,49929,126322,0.0,0,25,106419.0,58566.0,consumer
12,53,2G,0,0,0,0,186267,0.0,0,6,0.0,0.0,mobile
13,53,3G,0,0,0,0,187453,0.0,0,6,0.0,0.0,mobile
14,53,4G_LTE,0,0,183969,0,183970,0.0,0,6,670255.0,0.0,mobile
15,53,4G_NON_LTE,0,0,180385,0,180386,0.0,0,2,304297.0,0.0,mobile
0,41,Cable,3988,0,4124,4118,75683,3988.0,0,16,4124.0,4118.0,business
1,41,Fiber,6660,0,9478,9231,32310,6871.0,0,59,10032.0,9746.0,business
2,41,Fixed Wireless,24017,0,58106,43644,86897,24034.0,0,40,64707.0,44065.0,business
3,41,Other,65,0,681,518,4891,66.0,0,26,720.0,538.0,business
4,41,Satellite,0,0,191553,0,196250,0.0,0,4,191553.0,0.0,business
5,41,aDSL,0,0,4181,2052,82749,0.0,0,47,5725.0,2052.0,business
6,41,Cable,0,0,74262,74261,76004,0.0,0,14,75148.0,75102.0,consumer
7,41,Fiber,14267,0,24717,24506,25067,14272.0,0,38,24870.0,24659.0,consumer
8,41,Fixed Wireless,242,0,46038,24969,61678,242.0,0,40,58679.0,25248.0,consumer
9,41,Other,22,0,1894,1785,2012,22.0,0,8,1897.0,1786.0,consumer
10,41,Satellite,0,0,196250,0,196621,0.0,0,3,343836.0,0.0,consumer
11,41,aDSL,0,0,48945,24960,83000,0.0,0,39,67479.0,36807.0,consumer
12,41,2G,0,0,0,0,171553,0.0,0,8,0.0,0.0,mobile
13,41,3G,0,0,0,0,175087,0.0,0,8,0.0,0.0,mobile
14,41,4G_LTE,0,0,167347,0,167348,0.0,0,5,579708.0,0.0,mobile
15,41,4G_NON_LTE,0,0,151122,0,151123,0.0,0,2,228984.0,0.0,mobile
0,56,Cable,0,0,3,2,21993,0.0,0,6,3.0,2.0,business
1,56,Fiber,259,0,2534,516,4056,264.0,0,21,2548.0,530.0,business
2,56,Fixed Wireless,7548,0,18877,18094,38381,7555.0,0,25,26041.0,20694.0,business
3,56,Other,0,0,27,26,129,0.0,0,10,28.0,27.0,business
4,56,Satellite,0,0,84046,0,84067,0.0,0,4,84046.0,0.0,business
5,56,aDSL,0,0,5457,1555,28752,0.0,0,21,5472.0,1555.0,business
6,56,Cable,0,0,21763,21191,22108,0.0,0,5,26879.0,21191.0,consumer
7,56,Fiber,1396,0,3646,1639,3731,1416.0,0,13,3672.0,1659.0,consumer
8,56,Fixed Wireless,1933,0,23189,7446,38635,1933.0,0,28,33790.0,7496.0,consumer
9,56,Other,0,0,5,5,11,0.0,0,3,5.0,5.0,consumer
10,56,Satellite,0,0,84067,0,86204,0.0,0,3,88226.0,0.0,consumer
11,56,aDSL,20,0,12784,4552,28741,24.0,0,20,14632.0,4655.0,consumer
12,56,2G,0,0,0,0,78633,0.0,0,11,0.0,0.0,mobile
13,56,3G,0,0,0,0,81201,0.0,0,10,0.0,0.0,mobile
14,56,4G_LTE,0,0,75799,0,75800,0.0,0,8,153803.0,0.0,mobile
15,56,4G_NON_LTE,0,0,55830,0,55831,0.0,0,2,59951.0,0.0,mobile
0,55,Cable,0,0,1111,677,132726,0.0,0,20,1111.0,677.0,business
1,55,Fiber,7806,0,18451,17897,32615,9409.0,0,71,20792.0,20094.0,business
2,55,Fixed Wireless,20063,0,26598,20450,98603,20904.0,0,37,30837.0,21294.0,business
3,55,Other,4780,0,8648,8639,9587,4782.0,0,19,9453.0,9442.0,business
4,55,Satellite,0,0,232117,0,253096,0.0,0,4,232117.0,0.0,business
5,55,aDSL,0,0,31689,27246,113056,0.0,0,62,32215.0,27479.0,business
6,55,Cable,0,0,129798,128060,133119,0.0,0,18,130156.0,128404.0,consumer
7,55,Fiber,11106,0,19326,18048,21697,11116.0,0,51,19508.0,18210.0,consumer
8,55,Fixed Wireless,173,0,39541,7705,152946,173.0,0,42,47465.0,7721.0,consumer
9,55,Other,0,0,0,0,1,0.0,0,1,1.0,1.0,consumer
10,55,Satellite,0,0,253096,0,253096,0.0,0,3,485213.0,0.0,consumer
11,55,aDSL,0,0,84565,38541,152649,0.0,0,54,99046.0,39233.0,consumer
12,55,2G,0,0,0,0,249330,0.0,0,6,0.0,0.0,mobile
13,55,3G,0,0,0,0,251933,0.0,0,6,0.0,0.0,mobile
14,55,4G_LTE,0,0,245763,0,245764,0.0,0,7,911660.0,0.0,mobile
15,55,4G_NON_LTE,0,0,231328,0,231329,0.0,0,3,303286.0,0.0,mobile
0,20,Cable,585,0,18527,18276,48409,585.0,0,29,18738.0,18485.0,business
1,20,Fiber,30775,0,38819,37544,59562,33349.0,0,76,42579.0,41178.0,business
2,20,Fixed Wireless,11589,0,32848,28452,184548,11668.0,0,41,32977.0,28531.0,business
3,20,Other,585,0,741,728,1153,585.0,0,14,817.0,800.0,business
4,20,Satellite,0,0,231225,0,235043,0.0,0,4,231225.0,0.0,business
5,20,aDSL,0,0,6950,2248,50992,0.0,0,36,7471.0,2738.0,business
6,20,Cable,0,0,63012,57062,66714,0.0,0,27,64108.0,57852.0,consumer
7,20,Fiber,32825,0,55694,53023,57059,34436.0,0,61,59816.0,56720.0,consumer
8,20,Fixed Wireless,1176,0,80336,52492,193888,1176.0,0,49,99372.0,56109.0,consumer
9,20,Other,0,0,1,0,7,0.0,0,3,1.0,0.0,consumer
10,20,Satellite,0,0,235043,0,238600,0.0,0,3,303813.0,0.0,consumer
11,20,aDSL,0,0,31910,20071,106826,0.0,0,34,32510.0,20563.0,consumer
12,20,2G,0,0,0,0,238482,0.0,0,8,0.0,0.0,mobile
13,20,3G,0,0,0,0,238587,0.0,0,9,0.0,0.0,mobile
14,20,4G_LTE,0,0,238159,0,238160,0.0,0,11,924399.0,0.0,mobile
15,20,4G_NON_LTE,0,0,237348,0,237349,0.0,0,3,337077.0,0.0,mobile
0,1,Cable,0,0,3899,2615,126757,0.0,0,23,3980.0,2695.0,business
1,1,Fiber,6820,0,9095,8829,52034,6956.0,0,42,9356.0,9078.0,business
2,1,Fixed Wireless,0,0,3113,1925,42193,0.0,0,19,3113.0,1925.0,business
3,1,Other,16,0,1880,1865,31148,16.0,0,26,1889.0,1873.0,business
4,1,Satellite,0,0,236156,0,252266,0.0,0,4,236156.0,0.0,business
5,1,aDSL,0,0,1862,930,43774,0.0,0,34,2193.0,931.0,business
6,1,Cable,0,0,123834,121283,125807,0.0,0,18,137142.0,132622.0,consumer
7,1,Fiber,9576,0,51194,23020,51517,9588.0,0,27,52217.0,23585.0,consumer
8,1,Fixed Wireless,11,0,39588,9975,43539,11.0,0,21,42705.0,9977.0,consumer
9,1,Other,0,0,28094,0,28095,0.0,0,4,28095.0,0.0,consumer
10,1,Satellite,0,0,252266,0,252266,0.0,0,3,488422.0,0.0,consumer
11,1,aDSL,0,0,54842,28842,125534,0.0,0,28,59353.0,28905.0,consumer
12,1,2G,0,0,0,0,250103,0.0,0,7,0.0,0.0,mobile
13,1,3G,0,0,0,0,251926,0.0,0,6,0.0,0.0,mobile
14,1,4G_LTE,0,0,249486,0,249487,0.0,0,5,856388.0,0.0,mobile
15,1,4G_NON_LTE,0,0,250288,0,250289,0.0,0,2,377418.0,0.0,mobile
0,23,Cable,0,0,867,857,39177,0.0,0,10,871.0,859.0,business
1,23,Fiber,2429,0,3093,3035,3804,2541.0,0,23,3334.0,3242.0,business
2,23,Fixed Wireless,0,0,19,10,838,0.0,0,6,19.0,10.0,business
3,23,Other,3,0,23,20,319,3.0,0,10,23.0,20.0,business
4,23,Satellite,0,0,61905,0,68594,0.0,0,4,61905.0,0.0,business
5,23,aDSL,0,0,4410,2176,31434,0.0,0,27,6410.0,2187.0,business
6,23,Cable,0,0,38669,38669,39104,0.0,0,6,38795.0,38795.0,consumer
7,23,Fiber,327,0,3331,3279,3346,327.0,0,15,3361.0,3308.0,consumer
8,23,Fixed Wireless,0,0,291,259,9732,0.0,0,10,291.0,259.0,consumer
9,23,Other,0,0,1,1,15,0.0,0,2,1.0,1.0,consumer
10,23,Satellite,0,0,68594,0,69153,0.0,0,3,120901.0,0.0,consumer
11,23,aDSL,0,0,18602,2763,32760,0.0,0,25,21272.0,2885.0,consumer
12,23,2G,0,0,0,0,62579,0.0,0,5,0.0,0.0,mobile
13,23,3G,0,0,0,0,62700,0.0,0,5,0.0,0.0,mobile
14,23,4G_LTE,0,0,61298,0,61299,0.0,0,5,187026.0,0.0,mobile
15,23,4G_NON_LTE,0,0,44798,0,44799,0.0,0,2,49668.0,0.0,mobile
0,49,Cable,12,0,5792,4044,37864,12.0,0,13,5802.0,4044.0,business
1,49,Fiber,8912,0,10852,10154,15382,12146.0,0,29,14319.0,13608.0,business
2,49,Fixed Wireless,50640,0,60576,60519,68761,58241.0,0,20,74041.0,73984.0,business
3,49,Other,23,0,11218,226,12319,23.0,0,17,11346.0,241.0,business
4,49,Satellite,0,0,114112,0,114112,0.0,0,3,114112.0,0.0,business
5,49,aDSL,2,0,8872,1171,54944,2.0,0,24,11212.0,2186.0,business
6,49,Cable,0,0,38471,36762,38471,0.0,0,12,40491.0,37334.0,consumer
7,49,Fiber,10422,0,13194,12509,13194,13804.0,0,17,16696.0,16011.0,consumer
8,49,Fixed Wireless,12376,0,64256,59848,70312,12411.0,0,25,86369.0,76506.0,consumer
9,49,Other,0,0,3831,21,4234,0.0,0,4,3834.0,21.0,consumer
10,49,Satellite,0,0,114112,0,114112,0.0,0,3,114112.0,0.0,consumer
11,49,aDSL,0,0,38871,18890,55234,0.0,0,15,42945.0,20309.0,consumer
12,49,2G,0,0,0,0,107816,0.0,0,12,0.0,0.0,mobile
13,49,3G,0,0,0,0,112268,0.0,0,9,0.0,0.0,mobile
14,49,4G_LTE,0,0,102472,0,102473,0.0,0,7,326124.0,0.0,mobile
15,49,4G_NON_LTE,0,0,108642,0,108643,0.0,0,3,170420.0,0.0,mobile
0,72,Cable,0,0,0,0,51664,0.0,0,2,0.0,0.0,business
1,72,Fiber,60946,0,61221,61219,61254,62397.0,0,5,64602.0,64556.0,business
2,72,Fixed Wireless,60912,0,60912,60912,76404,60912.0,0,6,60912.0,60912.0,business
3,72,Other,0,0,43887,0,43922,0.0,0,3,43888.0,0.0,business
4,72,Satellite,0,0,0,0,74104,0.0,0,1,0.0,0.0,business
5,72,aDSL,0,0,11431,11430,44374,0.0,0,3,11431.0,11430.0,business
6,72,Cable,0,0,51663,51663,51664,0.0,0,1,51664.0,51664.0,consumer
7,72,Fiber,1482,0,1562,1562,1563,1482.0,0,2,1578.0,1578.0,consumer
8,72,Fixed Wireless,0,0,0,0,20431,0.0,0,3,0.0,0.0,consumer
9,72,Satellite,0,0,0,0,74104,0.0,0,1,0.0,0.0,consumer
10,72,aDSL,0,0,11430,11430,44374,0.0,0,2,11430.0,11430.0,consumer
11,72,2G,0,0,0,0,75333,0.0,0,5,0.0,0.0,mobile
12,72,3G,0,0,0,0,76523,0.0,0,4,0.0,0.0,mobile
13,72,4G_LTE,0,0,76368,0,76369,0.0,0,5,338638.0,0.0,mobile
14,72,4G_NON_LTE,0,0,75563,0,75564,0.0,0,3,213325.0,0.0,mobile
0,54,Cable,0,0,2830,2717,50483,0.0,0,15,2831.0,2718.0,business
1,54,Fiber,6335,0,7837,7701,9435,6348.0,0,18,9001.0,8848.0,business
2,54,Fixed Wireless,1,0,11273,11097,36196,2.0,0,13,11406.0,11146.0,business
3,54,Other,0,0,49,29,447,0.0,0,10,51.0,30.0,business
4,54,Satellite,0,0,125575,0,135218,0.0,0,4,125575.0,0.0,business
5,54,aDSL,0,0,1,1,75726,0.0,0,12,2.0,2.0,business
6,54,Cable,0,0,48433,47587,48950,0.0,0,13,50609.0,49727.0,consumer
7,54,Fiber,155,0,4483,2961,4484,161.0,0,7,5619.0,4095.0,consumer
8,54,Fixed Wireless,1,0,29730,530,60690,2.0,0,15,29783.0,542.0,consumer
9,54,Satellite,0,0,135218,0,135218,0.0,0,3,260793.0,0.0,consumer
10,54,aDSL,0,0,51387,1,75712,0.0,0,9,65535.0,2.0,consumer
11,54,2G,0,0,0,0,115512,0.0,0,6,0.0,0.0,mobile
12,54,3G,0,0,0,0,125718,0.0,0,6,0.0,0.0,mobile
13,54,4G_LTE,0,0,111537,0,111538,0.0,0,6,320534.0,0.0,mobile
14,54,4G_NON_LTE,0,0,122296,0,122297,0.0,0,2,135445.0,0.0,mobile
0,33,Cable,0,0,3935,3927,29914,0.0,0,6,3936.0,3927.0,business
1,33,Fiber,4750,0,5431,5329,7315,5186.0,0,18,5963.0,5855.0,business
2,33,Fixed Wireless,0,0,38,3,1177,0.0,0,3,38.0,3.0,business
3,33,Other,4,0,58,53,751,4.0,0,13,58.0,53.0,business
4,33,Satellite,0,0,44910,0,48695,0.0,0,4,44910.0,0.0,business
5,33,aDSL,5,0,342,93,26311,5.0,0,15,356.0,99.0,business
6,33,Cable,0,0,29239,29239,29240,0.0,0,3,29356.0,29356.0,consumer
7,33,Fiber,4470,0,6684,6561,6714,4471.0,0,9,6697.0,6573.0,consumer
8,33,Fixed Wireless,0,0,39,5,2124,0.0,0,4,39.0,5.0,consumer
9,33,Other,0,0,0,0,3,0.0,0,3,0.0,0.0,consumer
10,33,Satellite,0,0,48695,0,48837,0.0,0,3,93182.0,0.0,consumer
11,33,aDSL,0,0,12337,228,26805,0.0,0,10,12445.0,259.0,consumer
12,33,2G,0,0,0,0,45550,0.0,0,5,0.0,0.0,mobile
13,33,3G,0,0,0,0,46187,0.0,0,5,0.0,0.0,mobile
14,33,4G_LTE,0,0,46618,0,46619,0.0,0,6,176278.0,0.0,mobile
15,33,4G_NON_LTE,0,0,43779,0,43780,0.0,0,2,60012.0,0.0,mobile
0,51,Cable,0,0,14066,14053,94957,0.0,0,15,14087.0,14066.0,business
1,51,Fiber,30714,0,31937,31870,66482,32508.0,0,59,34493.0,34408.0,business
2,51,Fixed Wireless,30,0,40623,33224,86061,30.0,0,25,42041.0,34314.0,business
3,51,Other,57,0,710,634,5574,65.0,0,26,879.0,771.0,business
4,51,Satellite,0,0,262756,0,285759,0.0,0,4,262756.0,0.0,business
5,51,aDSL,0,0,1377,227,106699,0.0,0,34,1621.0,227.0,business
6,51,Cable,0,0,110214,110152,110361,0.0,0,14,110909.0,110768.0,consumer
7,51,Fiber,39665,0,49154,48248,49169,39813.0,0,26,49611.0,48645.0,consumer
8,51,Fixed Wireless,0,0,27624,1771,103518,0.0,0,28,28632.0,1771.0,consumer
9,51,Other,0,0,26,25,35,0.0,0,4,26.0,25.0,consumer
10,51,Satellite,0,0,285759,0,285762,0.0,0,3,548515.0,0.0,consumer
11,51,aDSL,0,0,17269,4905,108852,0.0,0,22,21123.0,4939.0,consumer
12,51,2G,0,0,0,0,277203,0.0,0,7,0.0,0.0,mobile
13,51,3G,0,0,0,0,279524,0.0,0,7,0.0,0.0,mobile
14,51,4G_LTE,0,0,277071,0,277072,0.0,0,7,1002650.0,0.0,mobile
15,51,4G_NON_LTE,0,0,263624,0,263625,0.0,0,2,385445.0,0.0,mobile
0,47,Cable,12,0,781,264,132128,12.0,0,21,781.0,264.0,business
1,47,Fiber,19591,0,21110,20855,29729,20081.0,0,48,22995.0,22231.0,business
2,47,Fixed Wireless,0,0,18027,3592,39173,0.0,0,23,18033.0,3592.0,business
3,47,Other,61,0,5659,5638,15539,62.0,0,23,5717.0,5683.0,business
4,47,Satellite,0,0,234756,0,240116,0.0,0,4,234756.0,0.0,business
5,47,aDSL,0,0,3070,1430,75945,0.0,0,30,4228.0,1594.0,business
6,47,Cable,0,0,128313,127996,128374,0.0,0,19,131444.0,130919.0,consumer
7,47,Fiber,27041,0,32385,31106,33986,27433.0,0,30,34166.0,32394.0,consumer
8,47,Fixed Wireless,0,0,27832,12738,42875,0.0,0,25,28515.0,12738.0,consumer
9,47,Other,0,0,4,4,7409,0.0,0,5,4.0,4.0,consumer
10,47,Satellite,0,0,240116,0,240116,0.0,0,3,474872.0,0.0,consumer
11,47,aDSL,4,0,85278,31878,147043,4.0,0,26,102729.0,32429.0,consumer
12,47,2G,0,0,0,0,234513,0.0,0,9,0.0,0.0,mobile
13,47,3G,0,0,0,0,236625,0.0,0,9,0.0,0.0,mobile
14,47,4G_LTE,0,0,233878,0,233879,0.0,0,10,877163.0,0.0,mobile
15,47,4G_NON_LTE,0,0,230430,0,230431,0.0,0,2,336951.0,0.0,mobile
0,24,Cable,0,0,5875,5859,80420,0.0,0,15,5876.0,5859.0,business
1,24,Fiber,5920,0,6655,6648,41345,6656.0,0,34,7602.0,7583.0,business
2,24,Fixed Wireless,2,0,34326,34287,55957,2.0,0,14,39148.0,39074.0,business
3,24,Other,35,0,613,527,3212,37.0,0,19,699.0,581.0,business
4,24,Satellite,0,0,136555,0,145244,0.0,0,4,136555.0,0.0,business
5,24,aDSL,0,0,186,9,56648,0.0,0,25,198.0,9.0,business
6,24,Cable,0,0,76252,76253,76253,0.0,0,11,78960.0,78578.0,consumer
7,24,Fiber,36895,0,37013,37012,37015,36896.0,0,11,37048.0,37047.0,consumer
8,24,Fixed Wireless,0,0,43801,21228,44005,0.0,0,14,50277.0,21229.0,consumer
9,24,Other,0,0,0,0,9,0.0,0,2,0.0,0.0,consumer
10,24,Satellite,0,0,145244,0,145247,0.0,0,3,281799.0,0.0,consumer
11,24,aDSL,0,0,9,0,56380,0.0,0,8,11.0,0.0,consumer
12,24,2G,0,0,0,0,144731,0.0,0,5,0.0,0.0,mobile
13,24,3G,0,0,0,0,144762,0.0,0,5,0.0,0.0,mobile
14,24,4G_LTE,0,0,144576,0,144577,0.0,0,5,562616.0,0.0,mobile
15,24,4G_NON_LTE,0,0,141256,0,141257,0.0,0,2,239676.0,0.0,mobile
0,12,Cable,0,0,6360,6311,305445,0.0,0,21,6385.0,6335.0,business
1,12,Fiber,8742,0,11789,11700,61770,10125.0,0,58,14020.0,13901.0,business
2,12,Fixed Wireless,116617,0,119104,117477,126098,116622.0,0,25,119190.0,117528.0,business
3,12,Other,169,0,2726,2621,8183,174.0,0,38,2846.0,2712.0,business
4,12,Satellite,0,0,454345,0,483744,0.0,0,4,454345.0,0.0,business
5,12,aDSL,0,0,7456,3100,99514,0.0,0,28,9597.0,3100.0,business
6,12,Cable,43,0,307245,306801,307253,43.0,0,16,330572.0,329550.0,consumer
7,12,Fiber,10119,0,65077,64184,66806,10170.0,0,22,70344.0,69444.0,consumer
8,12,Fixed Wireless,4,0,124123,116611,124690,4.0,0,15,124203.0,116620.0,consumer
9,12,Other,76,0,121,112,245,76.0,0,10,121.0,112.0,consumer
10,12,Satellite,0,0,483744,0,484481,0.0,0,3,935971.0,0.0,consumer
11,12,aDSL,0,0,171670,100450,243561,0.0,0,15,191695.0,100525.0,consumer
12,12,2G,0,0,0,0,482827,0.0,0,6,0.0,0.0,mobile
13,12,3G,0,0,0,0,482985,0.0,0,5,0.0,0.0,mobile
14,12,4G_LTE,0,0,481856,0,481857,0.0,0,4,1854077.0,0.0,mobile
15,12,4G_NON_LTE,0,0,477421,0,477422,0.0,0,2,919507.0,0.0,mobile
0,46,Cable,0,0,10852,10840,17428,0.0,0,8,10877.0,10858.0,business
1,46,Fiber,550,0,3557,3041,35443,554.0,0,32,3574.0,3057.0,business
2,46,Fixed Wireless,9800,0,11713,10333,35759,9800.0,0,23,11713.0,10333.0,business
